fighter_name,reach,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg,total_wins,total_losses,total_draws,height_cm,ufc_wins,ufc_losses,ufc_nc
Mats Nilsson,,1983-12-05,2.99,3.87,39.0,83.0,5.62,44.0,63.0,2.3,11,4,1,185.42,0,0,2
Ramsey Nijem,75,1988-04-01,3.05,5.32,44.0,62.0,1.62,55.0,62.0,1.1,9,6,0,180.34,0,0,10
Tom Niinimaki,69,1982-07-25,1.91,2.97,54.0,46.0,2.31,33.0,58.0,0.5,22,8,1,175.26,0,0,4
Matheus Nicolau,66,1993-01-06,3.66,1.48,53.0,45.0,3.14,93.0,66.0,0.9,19,4,1,167.64000000000001,0,0,9
Mike Nickels,,1971-12-13,4.44,11.11,52.0,80.0,1.11,0.0,64.0,2.8,9,5,0,193.04,0,0,2
Bo Nickal,76,1996-01-14,2.76,11.04,62.0,50.0,0.55,0.0,75.0,13.8,5,0,0,185.42,0,0,2
Alex Nicholson,77,1990-05-02,4.12,0.0,43.0,0.0,4.65,50.0,47.0,0.5,7,4,0,193.04,0,0,4
Ben Nguyen,65,1988-08-03,3.51,0.25,40.0,33.0,3.01,63.0,59.0,1.0,16,8,0,165.1,0,0,7
Francis Ngannou,83,1986-09-05,2.33,0.76,41.0,62.0,2.16,71.0,41.0,0.3,17,3,0,193.04,0,0,14
Carlos Newton,,1976-08-17,0.65,2.47,41.0,70.0,1.55,43.0,44.0,0.9,16,14,0,175.26,0,0,7
Jeff Newton,,1966-12-11,0.28,0.0,20.0,0.0,1.41,0.0,52.0,8.5,4,2,0,187.96,0,0,1
Journey Newson,67,1989-03-07,2.64,0.56,32.0,16.0,2.57,43.0,64.0,0.3,10,5,0 ,165.1,0,0,6
Antonio Braga Neto,77,1987-10-29,1.36,3.07,33.0,37.0,3.92,0.0,45.0,0.5,9,3,0 ,190.5,0,0,3
Mario Neto,,,1.89,2.84,50.0,100.0,1.89,0.0,70.0,0.0,13,5,0,182.88,0,0,1
Kyle Nelson,71,1991-04-20,3.46,1.15,44.0,20.0,4.56,73.0,52.0,0.7,15,5,1,180.34,0,0,8
Gunnar Nelson,72,1988-07-28,1.84,1.9,61.0,59.0,3.0,66.0,49.0,1.0,19,5,1,180.34,0,0,15
Roy Nelson,73,1976-06-20,2.18,1.14,36.0,27.0,4.79,65.0,46.0,0.1,22,14,0,182.88,0,0,19
Shane Nelson,70,1984-11-29,1.38,1.31,31.0,18.0,2.84,54.0,61.0,1.6,16,7,0,175.26,0,0,4
Nicolae Negumereanu,78,1994-09-04,3.58,1.02,41.0,28.0,5.56,62.0,39.0,0.0,13,2,0,182.88,0,0,6
Josh Neer,72,1983-03-24,3.29,1.09,46.0,34.0,3.63,46.0,58.0,1.3,36,16,1,180.34,0,0,15
Stanislav Nedkov,71,1981-12-09,3.33,2.77,43.0,41.0,5.39,0.0,43.0,0.0,12,2,0 ,180.34,0,0,4
Geoff Neal,75,1990-08-28,5.22,0.51,50.0,44.0,5.6,87.0,58.0,0.1,15,5,0,180.34,0,0,10
Dustin Neace,,1986-09-12,2.08,0.0,32.0,0.0,2.66,0.0,56.0,1.7,25,21,1 ,175.26,0,0,1
Tafon Nchukwi,77,1994-10-14,5.57,0.76,52.0,57.0,4.11,64.0,54.0,0.0,6,4,0,182.88,0,0,6
Ismail Naurdiev,74,1996-08-18,3.17,1.25,52.0,71.0,1.3,70.0,68.0,0.2,19,4,0,177.8,0,0,4
Kevin Natividad,70,1993-04-02,2.68,3.66,34.0,50.0,4.29,83.0,47.0,0.0,9,4,0,167.64000000000001,0,0,3
Rafael Natal,77,1982-12-25,3.1,2.55,47.0,34.0,2.48,77.0,57.0,0.5,21,9,1,182.88,0,0,17
Bobby Nash,74,1990-03-26,3.42,2.37,37.0,33.0,3.95,100.0,51.0,1.6,8,4,0,182.88,0,0,3
Rodrigo Nascimento,80,1992-11-26,4.2,1.58,49.0,41.0,4.6,75.0,40.0,0.9,10,1,0 ,187.96,0,0,5
Allan Nascimento,69,1991-09-11,3.21,1.55,61.0,26.0,2.28,16.0,50.0,0.9,20,6,0,172.72,0,0,3
Roger Narvaez,,1983-09-09,2.12,0.0,37.0,0.0,3.32,50.0,64.0,0.9,8,3,0,190.5,0,0,3
Nad Narimani,70,1987-04-14,3.33,1.92,42.0,41.0,3.0,70.0,58.0,0.0,12,4,0,172.72,0,0,4
Rose Namajunas,65,1992-06-29,3.68,1.49,40.0,48.0,3.53,60.0,62.0,0.6,12,6,0,165.1,0,0,14
Tyson Nam,68,1983-10-06,3.87,0.0,33.0,0.0,4.97,87.0,65.0,0.0,21,14,1,170.18,0,0,8
Yui Chul Nam,,1981-07-16,3.53,1.33,51.0,16.0,2.0,57.0,48.0,0.3,18,8,1,175.26,0,0,3
Jutaro Nakao,,1970-11-30,0.53,0.38,38.0,50.0,1.06,56.0,44.0,0.0,25,19,4,175.26,0,0,2
Rinya Nakamura,68,1995-03-23,4.23,4.23,54.0,85.0,1.78,100.0,70.0,2.8,8,0,0,170.18,0,0,2
Keita Nakamura,73,1984-05-22,2.23,1.65,36.0,48.0,3.2,63.0,58.0,0.3,34,10,2 ,180.34,0,0,11
Kazuhiro Nakamura,70,1979-07-16,1.56,1.73,37.0,36.0,1.83,42.0,59.0,0.6,21,13,0,180.34,0,0,2
Rin Nakai,,1986-10-22,1.57,3.0,33.0,18.0,3.9,75.0,60.0,0.5,19,2,1,154.94,0,0,2
Muhammad Naimov,70,1994-08-07,3.37,1.58,46.0,28.0,4.66,57.0,41.0,0.0,10,2,0,175.26,0,0,2
Elvis Mutapcic,72,1986-07-19,3.41,0.0,40.0,0.0,4.27,81.0,38.0,0.0,15,6,1,182.88,0,0,3
Magomed Mustafaev,71,1988-08-02,2.59,3.31,58.0,50.0,2.68,23.0,41.0,0.4,14,4,0,172.72,0,0,5
Nicholas Musoke,75,1986-04-05,3.56,1.16,35.0,19.0,3.8,82.0,57.0,0.2,13,5,0 ,182.88,0,0,6
Azamat Murzakanov,71,1989-04-12,4.57,0.75,57.0,16.0,3.12,83.0,57.0,0.0,13,0,0,177.8,0,0,3
Khalid Murtazaliev,76,1993-07-15,4.8,7.5,69.0,100.0,0.4,33.0,78.0,0.0,14,2,0,182.88,0,0,1
Lee Murray,,1977-09-12,0.36,0.9,15.0,100.0,3.28,42.0,32.0,1.8,8,2,1 ,190.5,0,0,1
Lerone Murphy,73,1991-07-22,3.65,1.29,50.0,46.0,2.4,46.0,56.0,0.9,13,0,1,175.26,0,0,6
Lauren Murphy,67,1983-07-27,4.05,1.03,39.0,25.0,5.25,69.0,55.0,0.1,16,6,0,165.1,0,0,14
Tom Murphy,,1974-11-19,2.5,7.51,71.0,85.0,0.17,0.0,84.0,2.5,8,0,0,187.96,0,0,1
Kanako Murata,62,1993-08-10,2.15,3.38,56.0,56.0,2.4,100.0,53.0,0.8,12,3,0,154.94,0,0,3
Makhmud Muradov,75,1990-02-08,4.21,3.04,43.0,66.0,2.56,77.0,61.0,0.2,26,8,0,187.96,0,0,6
Johnny Munoz,71,1993-02-16,2.44,2.4,36.0,25.0,2.66,45.0,55.0,1.8,12,4,0,175.26,0,0,6
Alexander Munoz,72,1990-02-27,3.7,3.0,42.0,40.0,4.73,100.0,55.0,0.0,7,2,0,175.26,0,0,3
Mark Munoz,71,1978-02-09,3.12,3.17,51.0,29.0,2.26,57.0,57.0,0.6,14,6,0,182.88,0,0,15
Andre Muniz,78,1990-02-17,2.17,2.97,50.0,40.0,2.03,35.0,53.0,1.5,23,6,0,185.42,0,0,7
Pedro Munhoz,65,1986-09-07,5.45,0.47,43.0,19.0,6.14,82.0,56.0,0.5,20,8,0 ,167.64000000000001,0,0,20
Jamie Mullarkey,74,1994-08-17,4.46,2.46,47.0,34.0,4.41,76.0,54.0,0.1,17,6,0,182.88,0,0,9
James Mulheron,73,1988-02-20,2.4,0.0,31.0,0.0,3.47,25.0,42.0,0.0,11,2,0,177.8,0,0,1
Quinn Mulhern,,1984-09-20,1.48,1.36,28.0,20.0,2.09,33.0,51.0,0.0,18,4,0,190.5,0,0,2
Belal Muhammad,72,1988-07-09,4.55,1.98,43.0,35.0,3.64,93.0,57.0,0.2,23,3,0 ,180.34,0,0,18
Lauren Mueller,67,1991-11-15,4.08,0.7,41.0,50.0,3.77,71.0,58.0,0.0,5,3,0,165.1,0,0,4
Askar Mozharov,74,1994-10-26,0.43,0.0,18.0,0.0,4.07,33.0,13.0,0.0,19,13,0,190.5,0,0,1
Jamie Moyle,65,1989-03-17,4.51,1.0,51.0,21.0,4.0,50.0,65.0,0.0,4,3,0,154.94,0,0,3
Kris Moutinho,68,1992-08-09,4.86,0.0,32.0,0.0,15.48,0.0,28.0,0.0,9,6,0,170.18,0,0,2
Gegard Mousasi,76,1985-08-01,3.75,1.59,50.0,60.0,1.21,59.0,68.0,1.1,42,6,2,187.96,0,0,12
Flavio Luiz Moura,,,0.67,0.0,16.0,0.0,0.0,0.0,0.0,0.0,19,7,0,180.34,0,0,1
Nikolas Motta,70,1993-02-08,3.4,0.0,34.0,0.0,4.71,100.0,58.0,0.0,13,5,0,175.26,0,0,3
Carlos Mota,69,1995-04-15,0.8,0.0,41.0,0.0,1.13,50.0,54.0,1.0,8,2,0,162.56,0,0,1
Brad Morris,,1979-11-01,0.5,0.0,62.0,0.0,6.95,0.0,27.0,0.0,10,6,0,187.96,0,0,2
Sergey Morozov,67,1989-06-14,3.01,3.63,43.0,31.0,2.97,68.0,61.0,0.0,19,5,0,167.64000000000001,0,0,5
Maryna Moroz,67,1991-09-08,4.15,0.67,31.0,22.0,4.42,45.0,53.0,0.7,11,5,0,170.18,0,0,11
Alex Morono,72,1990-08-16,5.02,0.34,41.0,22.0,4.17,50.0,58.0,0.3,23,9,0 ,180.34,0,0,19
Peggy Morgan,,1979-12-16,2.27,0.0,23.0,0.0,8.2,50.0,33.0,0.0,4,4,0,185.42,0,0,1
Sammy Morgan,,1981-09-28,1.05,1.43,22.0,20.0,3.74,0.0,40.0,0.5,18,12,0,177.8,0,0,2
Dan Moret,73,1986-11-21,2.67,1.25,43.0,27.0,3.56,45.0,43.0,0.4,13,6,0,182.88,0,0,3
Brandon Moreno,70,1993-12-07,3.8,1.73,43.0,45.0,3.4,64.0,56.0,0.5,21,7,2,170.18,0,0,15
Vinicius Moreira,76,1989-02-28,3.15,1.97,59.0,18.0,5.07,0.0,43.0,1.3,9,5,0,193.04,0,0,4
Richardson Moreira,,1984-03-31,1.17,0.0,28.0,0.0,1.83,100.0,67.0,0.0,7,4,0,187.96,0,0,2
Christian Morecraft,81,1986-09-08,2.82,3.26,34.0,66.0,2.46,50.0,46.0,2.2,8,3,0,198.12,0,0,4
Sarah Moras,67,1988-04-30,2.28,0.67,34.0,21.0,3.58,33.0,50.0,0.8,6,8,0,170.18,0,0,9
Michael Morales,79,1999-06-24,5.17,1.66,48.0,45.0,3.54,91.0,48.0,0.0,15,0,0,182.88,0,0,3
Omar Morales,73,1985-10-17,3.42,0.46,40.0,100.0,3.18,63.0,58.0,0.0,11,4,0,180.34,0,0,7
Vince Morales,70,1990-11-12,4.17,0.14,37.0,25.0,4.24,64.0,53.0,0.0,11,7,0,175.26,0,0,8
Joseph Morales,69,1994-08-22,1.58,0.53,37.0,50.0,1.72,23.0,60.0,2.6,9,2,0,167.64000000000001,0,0,3
Albert Morales,72,1991-05-25,3.81,0.91,35.0,35.0,3.96,70.0,56.0,0.2,7,4,1,175.26,0,0,6
Leonardo Morales,,1992-12-22,2.05,0.0,47.0,0.0,2.05,62.0,58.0,0.0,6,2,0,172.72,0,0,2
John Moraga,66,1984-03-20,2.57,0.62,43.0,23.0,2.55,44.0,56.0,1.1,19,7,0,167.64000000000001,0,0,14
Sheymon Moraes,72,1990-10-11,3.0,0.0,42.0,0.0,3.64,53.0,63.0,0.0,11,4,0,172.72,0,0,5
Marlon Moraes,67,1988-04-26,3.37,0.87,40.0,41.0,4.53,46.0,54.0,0.3,23,10,1,167.64000000000001,0,0,11
Sergio Moraes,72,1982-07-23,2.42,1.2,42.0,38.0,3.73,75.0,59.0,0.4,14,6,1,182.88,0,0,14
Homer Moore,,1971-11-27,0.68,5.07,50.0,66.0,0.68,0.0,0.0,0.0,26,9,2,177.8,0,0,1
James Moontasri,71,1988-04-10,2.39,0.0,48.0,0.0,3.86,79.0,40.0,0.2,9,5,0,177.8,0,0,6
Steve Montgomery,,1990-12-19,4.85,0.0,39.0,0.0,4.12,64.0,47.0,0.0,9,5,0,193.04,0,0,2
Nicco Montano,65,1988-12-16,5.6,2.25,41.0,54.0,4.43,69.0,64.0,0.4,5,3,0,165.1,0,0,2
Erick Montano,73,1985-11-19,2.79,2.29,44.0,36.0,2.06,66.0,64.0,0.0,7,5,0,182.88,0,0,3
Augusto Montano,73,1984-10-25,3.46,0.0,46.0,0.0,2.66,66.0,56.0,0.0,15,3,0,185.42,0,0,3
Darrell Montague,67,1987-11-03,1.92,0.72,25.0,25.0,5.38,33.0,52.0,1.4,13,5,0,167.64000000000001,0,0,3
Jeff Monson,74,1971-01-18,0.97,1.06,30.0,12.0,2.87,66.0,59.0,0.7,60,26,1,175.26,0,0,7
Jeff Molina,69,1997-07-17,7.25,0.0,48.0,0.0,5.04,66.0,55.0,0.0,11,2,0,167.64000000000001,0,0,3
Suman Mokhtarian,72,1992-06-13,2.21,0.0,43.0,0.0,6.85,0.0,48.0,0.0,8,5,0,172.72,0,0,2
Ashkan Mokhtarian,67,1985-09-15,1.95,0.54,43.0,16.0,3.66,33.0,43.0,0.0,13,3,0,167.64000000000001,0,0,2
Muhammad Mokaev,70,2000-07-30,1.12,6.47,51.0,53.0,1.19,0.0,52.0,1.3,11,0,0 ,170.18,0,0,5
Thiago Moises,70,1995-03-23,2.47,1.53,39.0,40.0,4.4,56.0,54.0,1.3,17,7,0,175.26,0,0,11
Renato Moicano,72,1989-05-21,4.75,1.66,47.0,46.0,4.07,74.0,60.0,0.7,17,5,1,180.34,0,0,14
Nate Mohr,72,1983-03-03,3.79,0.45,41.0,50.0,2.5,71.0,74.0,0.0,9,7,0,175.26,0,0,4
Bobby Moffett,73,1990-06-01,3.41,2.74,39.0,66.0,3.15,66.0,61.0,1.4,13,5,0 ,177.8,0,0,3
Roxanne Modafferi,69,1982-09-24,3.35,1.35,30.0,23.0,5.7,30.0,51.0,0.1,25,21,0,170.18,0,0,12
Mizuki,65,1994-08-19,4.56,0.33,50.0,14.0,5.62,85.0,48.0,0.0,15,6,0,160.02,0,0,3
Takeya Mizugaki,69,1983-12-16,3.37,1.46,37.0,57.0,3.27,70.0,57.0,0.1,21,11,2,170.18,0,0,14
Eiji Mitsuoka,,1976-01-01,1.49,2.3,49.0,36.0,2.26,20.0,45.0,1.6,18,9,2,170.18,0,0,2
Matt Mitrione,82,1978-07-15,3.55,0.0,50.0,0.0,2.79,55.0,64.0,0.7,12,5,0,190.5,0,0,14
Roman Mitichyan,,1978-09-04,0.26,1.93,16.0,100.0,2.7,25.0,43.0,1.9,8,3,0,177.8,0,0,2
Terrence Mitchell,74,1989-12-30,2.21,3.69,34.0,50.0,8.85,0.0,41.0,0.0,14,4,0,177.8,0,0,2
Bryce Mitchell,70,1994-10-04,2.34,3.51,58.0,41.0,1.64,33.0,58.0,1.6,16,2,0,177.8,0,0,8
Danny Mitchell,,1986-08-08,2.53,0.0,49.0,0.0,2.53,100.0,52.0,3.0,19,9,1,187.96,0,0,2
David Mitchell,75,1979-10-24,1.74,0.66,32.0,50.0,2.06,29.0,55.0,2.0,22,7,0,182.88,0,0,5
Dokonjonosuke Mishima,,1972-04-19,1.06,2.47,41.0,40.0,1.22,25.0,52.0,1.4,21,7,2,170.18,0,0,2
Gabriel Miranda,71,1990-03-25,3.52,4.8,51.0,40.0,6.88,0.0,39.0,2.4,17,6,0,180.34,0,0,2
Vitor Miranda,77,1979-03-10,2.98,0.95,45.0,55.0,2.95,50.0,58.0,0.2,12,5,0,185.42,0,0,7
Mario Miranda,74,1979-07-12,1.96,1.02,54.0,60.0,2.46,54.0,36.0,0.0,14,7,0,190.5,0,0,4
Frank Mir,79,1979-05-24,2.18,2.02,47.0,40.0,3.84,54.0,38.0,2.0,18,11,0,190.5,0,0,27
Stipe Miocic,80,1982-08-19,4.82,1.86,53.0,34.0,3.82,68.0,54.0,0.0,20,4,0,193.04,0,0,18
Carlton Minus,75,1993-04-26,3.5,0.0,40.0,0.0,4.97,58.0,50.0,0.0,10,3,0 ,177.8,0,0,2
Ikuhisa Minowa,,1976-01-12,0.88,1.82,40.0,41.0,1.66,5.0,49.0,1.9,60,42,8,175.26,0,0,1
Darrick Minner,69,1990-04-28,2.63,2.4,65.0,72.0,2.28,66.0,35.0,2.7,26,14,0,170.18,0,0,6
Alberto Mina,77,1982-05-02,3.23,1.85,38.0,20.0,3.7,50.0,47.0,0.0,13,1,0,182.88,0,0,4
Adam Milstead,76,1987-07-03,3.85,0.0,46.0,0.0,4.79,64.0,43.0,0.0,8,4,0,190.5,0,0,4
Che Mills,76,1982-09-29,2.08,1.18,52.0,66.0,2.87,58.0,43.0,0.0,16,10,0 ,185.42,0,0,4
Juliana Miller,66,1996-05-07,3.31,1.84,45.0,44.0,4.75,0.0,32.0,1.8,4,3,0,170.18,0,0,3
Cole Miller,73,1984-04-26,3.0,0.6,33.0,36.0,3.88,38.0,59.0,1.8,21,11,0 ,185.42,0,0,20
Jim Miller,71,1983-08-30,2.86,1.56,41.0,43.0,3.08,48.0,58.0,1.8,36,17,0 ,172.72,0,0,42
Dan Miller,74,1981-06-30,2.03,1.67,36.0,54.0,3.06,47.0,49.0,1.8,14,8,0 ,185.42,0,0,13
Jason Miller,,1980-12-24,1.83,1.31,43.0,28.0,2.3,43.0,49.0,1.3,23,10,0 ,185.42,0,0,3
Phillip Miller,,1979-02-20,1.61,3.62,54.0,25.0,1.93,100.0,50.0,0.6,16,0,0,180.34,0,0,2
Curtis Millender,76,1987-12-01,3.86,0.43,46.0,100.0,2.95,57.0,61.0,0.0,17,5,0,187.96,0,0,5
Pat Miletich,,1968-03-09,1.79,1.96,45.0,100.0,1.66,54.0,63.0,1.0,29,7,2,177.8,0,0,10
Billy Miles,,1978-04-28,0.0,0.0,0.0,0.0,1.25,0.0,33.0,0.0,2,2,0,177.8,0,0,1
Bojan Mihajlovic,73,1980-03-30,1.23,0.0,35.0,0.0,5.95,33.0,47.0,0.0,10,6,0,180.34,0,0,3
Kristof Midoux,,1974-07-30,0.7,0.0,43.0,0.0,2.89,0.0,49.0,0.0,6,10,0,185.42,0,0,1
David Michaud,,1988-11-10,3.25,2.53,43.0,58.0,4.45,77.0,54.0,0.7,11,3,0,175.26,0,0,3
Andreas Michailidis,76,1988-07-18,2.9,1.12,51.0,27.0,3.57,50.0,44.0,0.0,13,6,0,182.88,0,0,4
Guy Mezger,,1968-01-01,2.3,0.39,32.0,50.0,1.36,88.0,72.0,0.0,30,14,2,185.42,0,0,5
Yaotzin Meza,71,1981-02-04,1.43,1.06,41.0,20.0,1.62,18.0,64.0,1.4,21,11,0 ,175.26,0,0,7
Jonathan Meunier,,1987-08-04,3.47,0.58,50.0,33.0,1.43,58.0,69.0,0.0,8,1,0,190.5,0,0,2
Joe Merritt,,1984-03-07,1.53,0.0,58.0,0.0,0.73,68.0,66.0,0.0,7,2,0,182.88,0,0,1
Dave Menne,,1974-07-29,1.84,0.46,44.0,50.0,1.99,57.0,42.0,2.5,45,17,2,177.8,0,0,6
Ivan Menjivar,64,1982-05-30,2.78,0.56,37.0,28.0,2.76,38.0,65.0,1.0,25,12,0,167.64000000000001,0,0,9
Alonzo Menifield,76,1987-10-18,3.82,0.62,57.0,30.0,3.09,75.0,52.0,0.3,14,3,1,182.88,0,0,11
Mateus Mendonca,71,1999-01-17,2.0,1.47,38.0,14.0,6.25,40.0,26.0,0.0,10,2,0,167.64000000000001,0,0,2
Eddie Mendez,,1984-01-16,1.71,0.0,33.0,0.0,3.43,0.0,11.0,0.0,8,3,1 ,177.8,0,0,1
Augusto Mendes,65,1983-03-03,2.42,1.75,34.0,33.0,3.91,80.0,56.0,0.0,6,2,0,167.64000000000001,0,0,3
Chad Mendes,66,1985-05-01,2.78,4.13,49.0,55.0,2.35,100.0,67.0,0.3,18,5,0,167.64000000000001,0,0,14
Antonio Mendes,77,1981-04-19,1.34,2.51,47.0,50.0,6.85,100.0,22.0,0.0,18,13,0,190.5,0,0,2
Vanessa Melo,65,1988-03-27,3.48,0.0,30.0,0.0,6.13,71.0,59.0,0.0,11,8,0,165.1,0,0,4
Gilbert Melendez,73,1982-04-12,3.44,1.64,33.0,41.0,2.53,71.0,63.0,0.2,22,8,0,175.26,0,0,7
Brandon Melendez,,1983-03-24,0.84,0.0,26.0,0.0,0.56,25.0,63.0,0.0,25,25,0,180.34,0,0,1
Brian Melancon,,1982-05-28,4.18,2.02,49.0,100.0,3.64,66.0,64.0,0.0,7,3,0,172.72,0,0,2
Jordan Mein,73,1989-10-10,3.35,1.56,44.0,58.0,2.55,66.0,69.0,0.2,31,12,0,182.88,0,0,9
Gerald Meerschaert,77,1987-12-18,3.3,2.01,44.0,37.0,3.5,34.0,53.0,1.5,35,17,0,185.42,0,0,19
Emil Meek,74,1988-08-20,2.52,0.25,39.0,33.0,2.53,47.0,38.0,1.0,9,5,1 ,180.34,0,0,4
Uros Medic,71,1993-04-25,6.97,0.53,61.0,100.0,3.92,80.0,58.0,0.0,9,1,0,185.42,0,0,4
Anistavio Medeiros,,1988-05-01,3.64,0.0,44.0,0.0,5.0,0.0,47.0,0.0,19,10,0,167.64000000000001,0,0,1
Yancy Medeiros,75,1987-09-07,4.36,0.33,37.0,50.0,5.67,73.0,47.0,0.7,15,8,0 ,177.8,0,0,15
Tim Means,75,1984-02-20,5.1,1.16,49.0,42.0,3.65,65.0,60.0,0.2,33,15,1 ,187.96,0,0,28
James McSweeney,77,1980-10-24,3.94,0.52,55.0,33.0,4.33,100.0,42.0,1.1,15,15,0,193.04,0,0,3
Sara McMann,66,1980-09-24,2.26,4.38,46.0,65.0,1.92,50.0,47.0,0.5,13,6,0,167.64000000000001,0,0,13
Garreth McLellan,72,1982-09-01,3.56,1.15,54.0,22.0,2.94,34.0,45.0,0.9,13,6,0,185.42,0,0,5
Terrance McKinney,73,1994-09-15,4.46,3.52,52.0,36.0,2.51,85.0,44.0,1.0,15,6,0,177.8,0,0,8
Cody McKenzie,72,1987-12-16,1.74,2.5,34.0,25.0,2.5,14.0,67.0,2.5,16,10,0,182.88,0,0,7
Tim McKenzie,74,1982-07-21,1.37,0.0,54.0,0.0,2.96,28.0,44.0,2.1,14,9,0,182.88,0,0,1
Cory McKenna,58,1999-07-11,3.01,2.04,40.0,56.0,3.22,71.0,48.0,0.5,8,2,0,160.02,0,0,4
Rhys McKee,78,1995-09-10,6.06,0.0,48.0,0.0,9.47,33.0,44.0,0.0,10,5,1,187.96,0,0,3
Antonio McKee,,1970-03-12,1.37,1.47,45.0,33.0,0.74,57.0,74.0,0.0,29,6,2,172.72,0,0,1
Conor McGregor,74,1988-07-14,5.32,0.67,49.0,55.0,4.66,66.0,54.0,0.1,22,6,0,175.26,0,0,14
Ryan McGillivray,,1986-09-27,1.27,0.0,20.0,0.0,2.2,44.0,52.0,0.0,12,0,1,180.34,0,0,1
Marcus McGhee,69,1990-05-07,3.42,0.0,48.0,0.0,1.81,100.0,77.0,1.6,8,1,0,172.72,0,0,2
Court McGee,75,1984-12-12,4.63,1.89,37.0,25.0,3.68,69.0,60.0,0.4,22,12,0,180.34,0,0,21
Gan McGee,,1976-11-20,2.2,0.65,29.0,25.0,2.31,83.0,59.0,0.0,13,5,0,208.28,0,0,4
Drew McFedries,72,1978-07-27,5.13,1.42,51.0,100.0,4.56,56.0,52.0,0.7,12,7,0,182.88,0,0,9
Michael McDonald,70,1991-01-15,2.69,1.09,42.0,66.0,2.76,52.0,57.0,1.4,17,4,0,175.26,0,0,9
Michael McDonald,,1965-02-06,0.0,0.0,0.0,0.0,0.4,0.0,50.0,0.0,1,1,0,180.34,0,0,9
Robert McDaniel,75,1983-05-03,1.64,0.93,44.0,50.0,1.98,50.0,56.0,1.4,28,10,0,190.5,0,0,3
Justin McCully,73,1976-02-18,1.58,1.28,37.0,44.0,2.02,43.0,46.0,0.0,11,5,2,185.42,0,0,4
Tamdan McCrory,76,1986-11-05,2.07,2.28,49.0,50.0,1.6,33.0,46.0,2.5,14,5,0,193.04,0,0,9
Kris McCray,76,1981-09-24,2.69,2.88,45.0,55.0,2.57,38.0,54.0,0.0,8,5,0,182.88,0,0,3
Sean McCorkle,81,1976-07-17,0.85,2.12,44.0,40.0,2.48,33.0,52.0,4.2,17,7,0,200.66,0,0,3
Charles McCarthy,71,1980-08-06,0.18,2.67,12.0,60.0,4.03,0.0,56.0,2.7,10,5,0,177.8,0,0,3
Molly McCann,62,1990-05-04,5.68,1.65,49.0,35.0,4.9,43.0,63.0,0.5,13,6,0,162.56,0,0,11
Ian McCall,64,1984-05-07,3.59,2.08,39.0,30.0,3.25,88.0,67.0,0.0,13,5,1,165.1,0,0,6
Michael McBride,,1986-03-09,4.08,1.85,48.0,42.0,5.85,30.0,40.0,1.2,8,3,0,185.42,0,0,2
Sabina Mazo,70,1997-03-25,6.1,0.65,43.0,80.0,4.35,59.0,57.0,0.2,9,4,0,170.18,0,0,7
Gina Mazany,68,1988-08-19,3.73,4.34,50.0,52.0,3.52,33.0,50.0,0.2,7,6,0,167.64000000000001,0,0,8
Gray Maynard,70,1979-05-09,1.92,2.91,32.0,47.0,2.64,81.0,66.0,0.7,13,7,1 ,175.26,0,0,20
Don'Tale Mayes,81,1992-01-16,3.39,0.89,43.0,46.0,3.73,56.0,44.0,0.0,10,5,0 ,198.12,0,0,7
Jack May,,1981-04-14,1.52,0.91,38.0,33.0,3.29,20.0,33.0,0.0,9,3,0,203.2,0,0,2
Nick Maximov,76,1997-12-23,1.93,4.16,45.0,45.0,2.64,35.0,46.0,0.2,8,2,0,182.88,0,0,4
Miranda Maverick,65,1997-07-01,3.71,2.41,46.0,48.0,2.62,42.0,59.0,0.5,14,5,0,160.02,0,0,8
Vladimir Matyushenko,74,1971-01-04,1.9,3.25,44.0,46.0,1.62,70.0,59.0,0.1,27,8,0,182.88,0,0,12
Jake Matthews,73,1994-08-19,3.27,1.71,45.0,41.0,2.33,61.0,60.0,0.7,19,6,0,180.34,0,0,18
Tateki Matsuda,,1986-02-27,3.2,0.0,34.0,0.0,3.43,16.0,69.0,0.0,13,8,0,170.18,0,0,2
Jorge Masvidal,74,1984-11-12,4.05,1.38,47.0,59.0,3.05,72.0,64.0,0.3,35,17,0,180.34,0,0,22
Mike Massenzio,73,1982-11-01,2.08,2.74,45.0,24.0,3.59,50.0,54.0,1.4,13,9,0,187.96,0,0,7
Bristol Marunde,75,1982-04-20,1.42,1.6,21.0,33.0,4.4,14.0,47.0,0.0,16,10,0,185.42,0,0,2
Lucas Martins,72,1988-11-11,2.87,0.0,35.0,0.0,4.14,76.0,60.0,0.5,19,3,0,182.88,0,0,7
Adriano Martins,72,1982-12-16,1.8,0.83,38.0,80.0,2.14,81.0,65.0,0.4,28,9,0,177.8,0,0,7
Melissa Martinez,66,1997-08-18,3.0,1.0,57.0,50.0,2.53,0.0,45.0,0.0,7,1,0,157.48000000000002,0,0,1
Roque Martinez,72,1986-03-04,3.28,0.38,53.0,50.0,4.9,53.0,56.0,0.4,15,8,2,177.8,0,0,3
Victor Martinez,70,1991-07-17,8.65,0.86,50.0,50.0,7.45,80.0,54.0,0.0,13,5,0,172.72,0,0,1
Mana Martinez,70,1996-03-25,4.33,0.72,48.0,42.0,4.94,25.0,50.0,0.5,10,4,0,177.8,0,0,4
